"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	Births
	"Alabama"	"01"	"2007"	"2007"	"January"	"1"	5315
	"Alabama"	"01"	"2007"	"2007"	"February"	"2"	4936
	"Alabama"	"01"	"2007"	"2007"	"March"	"3"	5343
	"Alabama"	"01"	"2007"	"2007"	"April"	"4"	5108
	"Alabama"	"01"	"2007"	"2007"	"May"	"5"	5324
	"Alabama"	"01"	"2007"	"2007"	"June"	"6"	5059
	"Alabama"	"01"	"2007"	"2007"	"July"	"7"	5680
	"Alabama"	"01"	"2007"	"2007"	"August"	"8"	5912
	"Alabama"	"01"	"2007"	"2007"	"September"	"9"	5558
	"Alabama"	"01"	"2007"	"2007"	"October"	"10"	5630
	"Alabama"	"01"	"2007"	"2007"	"November"	"11"	5543
	"Alabama"	"01"	"2007"	"2007"	"December"	"12"	5396
	"Alabama"	"01"	"2008"	"2008"	"January"	"1"	5559
	"Alabama"	"01"	"2008"	"2008"	"February"	"2"	5150
	"Alabama"	"01"	"2008"	"2008"	"March"	"3"	5224
	"Alabama"	"01"	"2008"	"2008"	"April"	"4"	5297
	"Alabama"	"01"	"2008"	"2008"	"May"	"5"	5090
	"Alabama"	"01"	"2008"	"2008"	"June"	"6"	5186
	"Alabama"	"01"	"2008"	"2008"	"July"	"7"	5574
	"Alabama"	"01"	"2008"	"2008"	"August"	"8"	5910
	"Alabama"	"01"	"2008"	"2008"	"September"	"9"	5532
	"Alabama"	"01"	"2008"	"2008"	"October"	"10"	5482
	"Alabama"	"01"	"2008"	"2008"	"November"	"11"	4874
	"Alabama"	"01"	"2008"	"2008"	"December"	"12"	5668
	"Alabama"	"01"	"2009"	"2009"	"January"	"1"	5084
	"Alabama"	"01"	"2009"	"2009"	"February"	"2"	4745
	"Alabama"	"01"	"2009"	"2009"	"March"	"3"	5239
	"Alabama"	"01"	"2009"	"2009"	"April"	"4"	5051
	"Alabama"	"01"	"2009"	"2009"	"May"	"5"	4993
	"Alabama"	"01"	"2009"	"2009"	"June"	"6"	5229
	"Alabama"	"01"	"2009"	"2009"	"July"	"7"	5635
	"Alabama"	"01"	"2009"	"2009"	"August"	"8"	5483
	"Alabama"	"01"	"2009"	"2009"	"September"	"9"	5486
	"Alabama"	"01"	"2009"	"2009"	"October"	"10"	5215
	"Alabama"	"01"	"2009"	"2009"	"November"	"11"	4968
	"Alabama"	"01"	"2009"	"2009"	"December"	"12"	5347
	"Alabama"	"01"	"2010"	"2010"	"January"	"1"	4917
	"Alabama"	"01"	"2010"	"2010"	"February"	"2"	4617
	"Alabama"	"01"	"2010"	"2010"	"March"	"3"	5062
	"Alabama"	"01"	"2010"	"2010"	"April"	"4"	4662
	"Alabama"	"01"	"2010"	"2010"	"May"	"5"	4716
	"Alabama"	"01"	"2010"	"2010"	"June"	"6"	4841
	"Alabama"	"01"	"2010"	"2010"	"July"	"7"	5253
	"Alabama"	"01"	"2010"	"2010"	"August"	"8"	5282
	"Alabama"	"01"	"2010"	"2010"	"September"	"9"	5492
	"Alabama"	"01"	"2010"	"2010"	"October"	"10"	5034
	"Alabama"	"01"	"2010"	"2010"	"November"	"11"	5102
	"Alabama"	"01"	"2010"	"2010"	"December"	"12"	5072
	"Alabama"	"01"	"2011"	"2011"	"January"	"1"	4949
	"Alabama"	"01"	"2011"	"2011"	"February"	"2"	4503
	"Alabama"	"01"	"2011"	"2011"	"March"	"3"	4887
	"Alabama"	"01"	"2011"	"2011"	"April"	"4"	4383
	"Alabama"	"01"	"2011"	"2011"	"May"	"5"	4635
	"Alabama"	"01"	"2011"	"2011"	"June"	"6"	5118
	"Alabama"	"01"	"2011"	"2011"	"July"	"7"	5228
	"Alabama"	"01"	"2011"	"2011"	"August"	"8"	5612
	"Alabama"	"01"	"2011"	"2011"	"September"	"9"	5127
	"Alabama"	"01"	"2011"	"2011"	"October"	"10"	4862
	"Alabama"	"01"	"2011"	"2011"	"November"	"11"	4909
	"Alabama"	"01"	"2011"	"2011"	"December"	"12"	5141
	"Alabama"	"01"	"2012"	"2012"	"January"	"1"	4810
	"Alabama"	"01"	"2012"	"2012"	"February"	"2"	4625
	"Alabama"	"01"	"2012"	"2012"	"March"	"3"	4599
	"Alabama"	"01"	"2012"	"2012"	"April"	"4"	4486
	"Alabama"	"01"	"2012"	"2012"	"May"	"5"	4783
	"Alabama"	"01"	"2012"	"2012"	"June"	"6"	4904
	"Alabama"	"01"	"2012"	"2012"	"July"	"7"	5141
	"Alabama"	"01"	"2012"	"2012"	"August"	"8"	5400
	"Alabama"	"01"	"2012"	"2012"	"September"	"9"	4923
	"Alabama"	"01"	"2012"	"2012"	"October"	"10"	5081
	"Alabama"	"01"	"2012"	"2012"	"November"	"11"	4930
	"Alabama"	"01"	"2012"	"2012"	"December"	"12"	4766
	"Alabama"	"01"	"2013"	"2013"	"January"	"1"	4934
	"Alabama"	"01"	"2013"	"2013"	"February"	"2"	4307
	"Alabama"	"01"	"2013"	"2013"	"March"	"3"	4581
	"Alabama"	"01"	"2013"	"2013"	"April"	"4"	4572
	"Alabama"	"01"	"2013"	"2013"	"May"	"5"	4761
	"Alabama"	"01"	"2013"	"2013"	"June"	"6"	4545
	"Alabama"	"01"	"2013"	"2013"	"July"	"7"	5282
	"Alabama"	"01"	"2013"	"2013"	"August"	"8"	5308
	"Alabama"	"01"	"2013"	"2013"	"September"	"9"	4884
	"Alabama"	"01"	"2013"	"2013"	"October"	"10"	4972
	"Alabama"	"01"	"2013"	"2013"	"November"	"11"	4774
	"Alabama"	"01"	"2013"	"2013"	"December"	"12"	5247
	"Alabama"	"01"	"2014"	"2014"	"January"	"1"	4924
	"Alabama"	"01"	"2014"	"2014"	"February"	"2"	4590
	"Alabama"	"01"	"2014"	"2014"	"March"	"3"	4668
	"Alabama"	"01"	"2014"	"2014"	"April"	"4"	4685
	"Alabama"	"01"	"2014"	"2014"	"May"	"5"	4832
	"Alabama"	"01"	"2014"	"2014"	"June"	"6"	4746
	"Alabama"	"01"	"2014"	"2014"	"July"	"7"	5193
	"Alabama"	"01"	"2014"	"2014"	"August"	"8"	5165
	"Alabama"	"01"	"2014"	"2014"	"September"	"9"	5138
	"Alabama"	"01"	"2014"	"2014"	"October"	"10"	5271
	"Alabama"	"01"	"2014"	"2014"	"November"	"11"	4753
	"Alabama"	"01"	"2014"	"2014"	"December"	"12"	5457
	"Alabama"	"01"	"2015"	"2015"	"January"	"1"	4970
	"Alabama"	"01"	"2015"	"2015"	"February"	"2"	4473
	"Alabama"	"01"	"2015"	"2015"	"March"	"3"	4941
	"Alabama"	"01"	"2015"	"2015"	"April"	"4"	4643
	"Alabama"	"01"	"2015"	"2015"	"May"	"5"	4700
	"Alabama"	"01"	"2015"	"2015"	"June"	"6"	4953
	"Alabama"	"01"	"2015"	"2015"	"July"	"7"	5339
	"Alabama"	"01"	"2015"	"2015"	"August"	"8"	5192
	"Alabama"	"01"	"2015"	"2015"	"September"	"9"	5217
	"Alabama"	"01"	"2015"	"2015"	"October"	"10"	5129
	"Alabama"	"01"	"2015"	"2015"	"November"	"11"	4886
	"Alabama"	"01"	"2015"	"2015"	"December"	"12"	5214
	"Alabama"	"01"	"2016"	"2016"	"January"	"1"	4805
	"Alabama"	"01"	"2016"	"2016"	"February"	"2"	4718
	"Alabama"	"01"	"2016"	"2016"	"March"	"3"	4825
	"Alabama"	"01"	"2016"	"2016"	"April"	"4"	4527
	"Alabama"	"01"	"2016"	"2016"	"May"	"5"	4802
	"Alabama"	"01"	"2016"	"2016"	"June"	"6"	5047
	"Alabama"	"01"	"2016"	"2016"	"July"	"7"	5043
	"Alabama"	"01"	"2016"	"2016"	"August"	"8"	5325
	"Alabama"	"01"	"2016"	"2016"	"September"	"9"	5239
	"Alabama"	"01"	"2016"	"2016"	"October"	"10"	4973
	"Alabama"	"01"	"2016"	"2016"	"November"	"11"	4910
	"Alabama"	"01"	"2016"	"2016"	"December"	"12"	4937
	"Alabama"	"01"	"2017"	"2017"	"January"	"1"	4937
	"Alabama"	"01"	"2017"	"2017"	"February"	"2"	4497
	"Alabama"	"01"	"2017"	"2017"	"March"	"3"	4809
	"Alabama"	"01"	"2017"	"2017"	"April"	"4"	4383
	"Alabama"	"01"	"2017"	"2017"	"May"	"5"	4763
	"Alabama"	"01"	"2017"	"2017"	"June"	"6"	4823
	"Alabama"	"01"	"2017"	"2017"	"July"	"7"	5053
	"Alabama"	"01"	"2017"	"2017"	"August"	"8"	5539
	"Alabama"	"01"	"2017"	"2017"	"September"	"9"	5211
	"Alabama"	"01"	"2017"	"2017"	"October"	"10"	5061
	"Alabama"	"01"	"2017"	"2017"	"November"	"11"	4969
	"Alabama"	"01"	"2017"	"2017"	"December"	"12"	4896
	"Alabama"	"01"	"2018"	"2018"	"January"	"1"	4902
	"Alabama"	"01"	"2018"	"2018"	"February"	"2"	4342
	"Alabama"	"01"	"2018"	"2018"	"March"	"3"	4761
	"Alabama"	"01"	"2018"	"2018"	"April"	"4"	4393
	"Alabama"	"01"	"2018"	"2018"	"May"	"5"	4785
	"Alabama"	"01"	"2018"	"2018"	"June"	"6"	4768
	"Alabama"	"01"	"2018"	"2018"	"July"	"7"	4936
	"Alabama"	"01"	"2018"	"2018"	"August"	"8"	5275
	"Alabama"	"01"	"2018"	"2018"	"September"	"9"	4816
	"Alabama"	"01"	"2018"	"2018"	"October"	"10"	5003
	"Alabama"	"01"	"2018"	"2018"	"November"	"11"	4819
	"Alabama"	"01"	"2018"	"2018"	"December"	"12"	4961
	"Alaska"	"02"	"2007"	"2007"	"January"	"1"	866
	"Alaska"	"02"	"2007"	"2007"	"February"	"2"	816
	"Alaska"	"02"	"2007"	"2007"	"March"	"3"	911
	"Alaska"	"02"	"2007"	"2007"	"April"	"4"	901
	"Alaska"	"02"	"2007"	"2007"	"May"	"5"	952
	"Alaska"	"02"	"2007"	"2007"	"June"	"6"	954
	"Alaska"	"02"	"2007"	"2007"	"July"	"7"	915
	"Alaska"	"02"	"2007"	"2007"	"August"	"8"	1002
	"Alaska"	"02"	"2007"	"2007"	"September"	"9"	973
	"Alaska"	"02"	"2007"	"2007"	"October"	"10"	995
	"Alaska"	"02"	"2007"	"2007"	"November"	"11"	907
	"Alaska"	"02"	"2007"	"2007"	"December"	"12"	860
	"Alaska"	"02"	"2008"	"2008"	"January"	"1"	876
	"Alaska"	"02"	"2008"	"2008"	"February"	"2"	933
	"Alaska"	"02"	"2008"	"2008"	"March"	"3"	934
	"Alaska"	"02"	"2008"	"2008"	"April"	"4"	926
	"Alaska"	"02"	"2008"	"2008"	"May"	"5"	952
	"Alaska"	"02"	"2008"	"2008"	"June"	"6"	999
	"Alaska"	"02"	"2008"	"2008"	"July"	"7"	1016
	"Alaska"	"02"	"2008"	"2008"	"August"	"8"	1009
	"Alaska"	"02"	"2008"	"2008"	"September"	"9"	1009
	"Alaska"	"02"	"2008"	"2008"	"October"	"10"	977
	"Alaska"	"02"	"2008"	"2008"	"November"	"11"	863
	"Alaska"	"02"	"2008"	"2008"	"December"	"12"	948
	"Alaska"	"02"	"2009"	"2009"	"January"	"1"	888
	"Alaska"	"02"	"2009"	"2009"	"February"	"2"	874
	"Alaska"	"02"	"2009"	"2009"	"March"	"3"	989
	"Alaska"	"02"	"2009"	"2009"	"April"	"4"	931
	"Alaska"	"02"	"2009"	"2009"	"May"	"5"	969
	"Alaska"	"02"	"2009"	"2009"	"June"	"6"	1029
	"Alaska"	"02"	"2009"	"2009"	"July"	"7"	1041
	"Alaska"	"02"	"2009"	"2009"	"August"	"8"	951
	"Alaska"	"02"	"2009"	"2009"	"September"	"9"	925
	"Alaska"	"02"	"2009"	"2009"	"October"	"10"	961
	"Alaska"	"02"	"2009"	"2009"	"November"	"11"	901
	"Alaska"	"02"	"2009"	"2009"	"December"	"12"	865
	"Alaska"	"02"	"2010"	"2010"	"January"	"1"	924
	"Alaska"	"02"	"2010"	"2010"	"February"	"2"	817
	"Alaska"	"02"	"2010"	"2010"	"March"	"3"	935
	"Alaska"	"02"	"2010"	"2010"	"April"	"4"	913
	"Alaska"	"02"	"2010"	"2010"	"May"	"5"	964
	"Alaska"	"02"	"2010"	"2010"	"June"	"6"	1025
	"Alaska"	"02"	"2010"	"2010"	"July"	"7"	1014
	"Alaska"	"02"	"2010"	"2010"	"August"	"8"	1046
	"Alaska"	"02"	"2010"	"2010"	"September"	"9"	966
	"Alaska"	"02"	"2010"	"2010"	"October"	"10"	965
	"Alaska"	"02"	"2010"	"2010"	"November"	"11"	923
	"Alaska"	"02"	"2010"	"2010"	"December"	"12"	979
	"Alaska"	"02"	"2011"	"2011"	"January"	"1"	966
	"Alaska"	"02"	"2011"	"2011"	"February"	"2"	881
	"Alaska"	"02"	"2011"	"2011"	"March"	"3"	988
	"Alaska"	"02"	"2011"	"2011"	"April"	"4"	956
	"Alaska"	"02"	"2011"	"2011"	"May"	"5"	992
	"Alaska"	"02"	"2011"	"2011"	"June"	"6"	1034
	"Alaska"	"02"	"2011"	"2011"	"July"	"7"	943
	"Alaska"	"02"	"2011"	"2011"	"August"	"8"	928
	"Alaska"	"02"	"2011"	"2011"	"September"	"9"	1011
	"Alaska"	"02"	"2011"	"2011"	"October"	"10"	902
	"Alaska"	"02"	"2011"	"2011"	"November"	"11"	859
	"Alaska"	"02"	"2011"	"2011"	"December"	"12"	996
	"Alaska"	"02"	"2012"	"2012"	"January"	"1"	924
	"Alaska"	"02"	"2012"	"2012"	"February"	"2"	811
	"Alaska"	"02"	"2012"	"2012"	"March"	"3"	950
	"Alaska"	"02"	"2012"	"2012"	"April"	"4"	912
	"Alaska"	"02"	"2012"	"2012"	"May"	"5"	956
	"Alaska"	"02"	"2012"	"2012"	"June"	"6"	931
	"Alaska"	"02"	"2012"	"2012"	"July"	"7"	985
	"Alaska"	"02"	"2012"	"2012"	"August"	"8"	962
	"Alaska"	"02"	"2012"	"2012"	"September"	"9"	1029
	"Alaska"	"02"	"2012"	"2012"	"October"	"10"	973
	"Alaska"	"02"	"2012"	"2012"	"November"	"11"	833
	"Alaska"	"02"	"2012"	"2012"	"December"	"12"	921
	"Alaska"	"02"	"2013"	"2013"	"January"	"1"	974
	"Alaska"	"02"	"2013"	"2013"	"February"	"2"	836
	"Alaska"	"02"	"2013"	"2013"	"March"	"3"	983
	"Alaska"	"02"	"2013"	"2013"	"April"	"4"	917
	"Alaska"	"02"	"2013"	"2013"	"May"	"5"	945
	"Alaska"	"02"	"2013"	"2013"	"June"	"6"	982
	"Alaska"	"02"	"2013"	"2013"	"July"	"7"	961
	"Alaska"	"02"	"2013"	"2013"	"August"	"8"	1041
	"Alaska"	"02"	"2013"	"2013"	"September"	"9"	965
	"Alaska"	"02"	"2013"	"2013"	"October"	"10"	975
	"Alaska"	"02"	"2013"	"2013"	"November"	"11"	939
	"Alaska"	"02"	"2013"	"2013"	"December"	"12"	928
	"Alaska"	"02"	"2014"	"2014"	"January"	"1"	952
	"Alaska"	"02"	"2014"	"2014"	"February"	"2"	895
	"Alaska"	"02"	"2014"	"2014"	"March"	"3"	914
	"Alaska"	"02"	"2014"	"2014"	"April"	"4"	960
	"Alaska"	"02"	"2014"	"2014"	"May"	"5"	997
	"Alaska"	"02"	"2014"	"2014"	"June"	"6"	921
	"Alaska"	"02"	"2014"	"2014"	"July"	"7"	1010
	"Alaska"	"02"	"2014"	"2014"	"August"	"8"	977
	"Alaska"	"02"	"2014"	"2014"	"September"	"9"	961
	"Alaska"	"02"	"2014"	"2014"	"October"	"10"	978
	"Alaska"	"02"	"2014"	"2014"	"November"	"11"	894
	"Alaska"	"02"	"2014"	"2014"	"December"	"12"	933
	"Alaska"	"02"	"2015"	"2015"	"January"	"1"	915
	"Alaska"	"02"	"2015"	"2015"	"February"	"2"	887
	"Alaska"	"02"	"2015"	"2015"	"March"	"3"	963
	"Alaska"	"02"	"2015"	"2015"	"April"	"4"	940
	"Alaska"	"02"	"2015"	"2015"	"May"	"5"	975
	"Alaska"	"02"	"2015"	"2015"	"June"	"6"	906
	"Alaska"	"02"	"2015"	"2015"	"July"	"7"	1020
	"Alaska"	"02"	"2015"	"2015"	"August"	"8"	977
	"Alaska"	"02"	"2015"	"2015"	"September"	"9"	962
	"Alaska"	"02"	"2015"	"2015"	"October"	"10"	925
	"Alaska"	"02"	"2015"	"2015"	"November"	"11"	880
	"Alaska"	"02"	"2015"	"2015"	"December"	"12"	932
	"Alaska"	"02"	"2016"	"2016"	"January"	"1"	938
	"Alaska"	"02"	"2016"	"2016"	"February"	"2"	840
	"Alaska"	"02"	"2016"	"2016"	"March"	"3"	967
	"Alaska"	"02"	"2016"	"2016"	"April"	"4"	912
	"Alaska"	"02"	"2016"	"2016"	"May"	"5"	955
	"Alaska"	"02"	"2016"	"2016"	"June"	"6"	980
	"Alaska"	"02"	"2016"	"2016"	"July"	"7"	955
	"Alaska"	"02"	"2016"	"2016"	"August"	"8"	957
	"Alaska"	"02"	"2016"	"2016"	"September"	"9"	951
	"Alaska"	"02"	"2016"	"2016"	"October"	"10"	958
	"Alaska"	"02"	"2016"	"2016"	"November"	"11"	897
	"Alaska"	"02"	"2016"	"2016"	"December"	"12"	899
	"Alaska"	"02"	"2017"	"2017"	"January"	"1"	796
	"Alaska"	"02"	"2017"	"2017"	"February"	"2"	783
	"Alaska"	"02"	"2017"	"2017"	"March"	"3"	906
	"Alaska"	"02"	"2017"	"2017"	"April"	"4"	867
	"Alaska"	"02"	"2017"	"2017"	"May"	"5"	895
	"Alaska"	"02"	"2017"	"2017"	"June"	"6"	896
	"Alaska"	"02"	"2017"	"2017"	"July"	"7"	911
	"Alaska"	"02"	"2017"	"2017"	"August"	"8"	929
	"Alaska"	"02"	"2017"	"2017"	"September"	"9"	934
	"Alaska"	"02"	"2017"	"2017"	"October"	"10"	864
	"Alaska"	"02"	"2017"	"2017"	"November"	"11"	806
	"Alaska"	"02"	"2017"	"2017"	"December"	"12"	858
	"Alaska"	"02"	"2018"	"2018"	"January"	"1"	819
	"Alaska"	"02"	"2018"	"2018"	"February"	"2"	769
	"Alaska"	"02"	"2018"	"2018"	"March"	"3"	895
	"Alaska"	"02"	"2018"	"2018"	"April"	"4"	841
	"Alaska"	"02"	"2018"	"2018"	"May"	"5"	875
	"Alaska"	"02"	"2018"	"2018"	"June"	"6"	874
	"Alaska"	"02"	"2018"	"2018"	"July"	"7"	814
	"Alaska"	"02"	"2018"	"2018"	"August"	"8"	934
	"Alaska"	"02"	"2018"	"2018"	"September"	"9"	798
	"Alaska"	"02"	"2018"	"2018"	"October"	"10"	875
	"Alaska"	"02"	"2018"	"2018"	"November"	"11"	778
	"Alaska"	"02"	"2018"	"2018"	"December"	"12"	814
	"Arizona"	"04"	"2007"	"2007"	"January"	"1"	8677
	"Arizona"	"04"	"2007"	"2007"	"February"	"2"	7738
	"Arizona"	"04"	"2007"	"2007"	"March"	"3"	8341
	"Arizona"	"04"	"2007"	"2007"	"April"	"4"	7898
	"Arizona"	"04"	"2007"	"2007"	"May"	"5"	8218
	"Arizona"	"04"	"2007"	"2007"	"June"	"6"	8359
	"Arizona"	"04"	"2007"	"2007"	"July"	"7"	9043
	"Arizona"	"04"	"2007"	"2007"	"August"	"8"	9421
	"Arizona"	"04"	"2007"	"2007"	"September"	"9"	9110
	"Arizona"	"04"	"2007"	"2007"	"October"	"10"	9136
	"Arizona"	"04"	"2007"	"2007"	"November"	"11"	8424
	"Arizona"	"04"	"2007"	"2007"	"December"	"12"	8616
	"Arizona"	"04"	"2008"	"2008"	"January"	"1"	8685
	"Arizona"	"04"	"2008"	"2008"	"February"	"2"	8178
	"Arizona"	"04"	"2008"	"2008"	"March"	"3"	8127
	"Arizona"	"04"	"2008"	"2008"	"April"	"4"	7709
	"Arizona"	"04"	"2008"	"2008"	"May"	"5"	8135
	"Arizona"	"04"	"2008"	"2008"	"June"	"6"	7683
	"Arizona"	"04"	"2008"	"2008"	"July"	"7"	8797
	"Arizona"	"04"	"2008"	"2008"	"August"	"8"	8785
	"Arizona"	"04"	"2008"	"2008"	"September"	"9"	8780
	"Arizona"	"04"	"2008"	"2008"	"October"	"10"	8433
	"Arizona"	"04"	"2008"	"2008"	"November"	"11"	7767
	"Arizona"	"04"	"2008"	"2008"	"December"	"12"	8363
	"Arizona"	"04"	"2009"	"2009"	"January"	"1"	7803
	"Arizona"	"04"	"2009"	"2009"	"February"	"2"	7346
	"Arizona"	"04"	"2009"	"2009"	"March"	"3"	8075
	"Arizona"	"04"	"2009"	"2009"	"April"	"4"	7378
	"Arizona"	"04"	"2009"	"2009"	"May"	"5"	7475
	"Arizona"	"04"	"2009"	"2009"	"June"	"6"	7393
	"Arizona"	"04"	"2009"	"2009"	"July"	"7"	8071
	"Arizona"	"04"	"2009"	"2009"	"August"	"8"	8222
	"Arizona"	"04"	"2009"	"2009"	"September"	"9"	8111
	"Arizona"	"04"	"2009"	"2009"	"October"	"10"	7904
	"Arizona"	"04"	"2009"	"2009"	"November"	"11"	7277
	"Arizona"	"04"	"2009"	"2009"	"December"	"12"	7743
	"Arizona"	"04"	"2010"	"2010"	"January"	"1"	7369
	"Arizona"	"04"	"2010"	"2010"	"February"	"2"	6830
	"Arizona"	"04"	"2010"	"2010"	"March"	"3"	7559
	"Arizona"	"04"	"2010"	"2010"	"April"	"4"	6907
	"Arizona"	"04"	"2010"	"2010"	"May"	"5"	7021
	"Arizona"	"04"	"2010"	"2010"	"June"	"6"	7006
	"Arizona"	"04"	"2010"	"2010"	"July"	"7"	7195
	"Arizona"	"04"	"2010"	"2010"	"August"	"8"	7710
	"Arizona"	"04"	"2010"	"2010"	"September"	"9"	8041
	"Arizona"	"04"	"2010"	"2010"	"October"	"10"	7371
	"Arizona"	"04"	"2010"	"2010"	"November"	"11"	7058
	"Arizona"	"04"	"2010"	"2010"	"December"	"12"	7410
	"Arizona"	"04"	"2011"	"2011"	"January"	"1"	7148
	"Arizona"	"04"	"2011"	"2011"	"February"	"2"	6535
	"Arizona"	"04"	"2011"	"2011"	"March"	"3"	7271
	"Arizona"	"04"	"2011"	"2011"	"April"	"4"	6533
	"Arizona"	"04"	"2011"	"2011"	"May"	"5"	6702
	"Arizona"	"04"	"2011"	"2011"	"June"	"6"	7113
	"Arizona"	"04"	"2011"	"2011"	"July"	"7"	7238
	"Arizona"	"04"	"2011"	"2011"	"August"	"8"	7710
	"Arizona"	"04"	"2011"	"2011"	"September"	"9"	7772
	"Arizona"	"04"	"2011"	"2011"	"October"	"10"	7387
	"Arizona"	"04"	"2011"	"2011"	"November"	"11"	7016
	"Arizona"	"04"	"2011"	"2011"	"December"	"12"	7118
	"Arizona"	"04"	"2012"	"2012"	"January"	"1"	7074
	"Arizona"	"04"	"2012"	"2012"	"February"	"2"	6803
	"Arizona"	"04"	"2012"	"2012"	"March"	"3"	7162
	"Arizona"	"04"	"2012"	"2012"	"April"	"4"	6679
	"Arizona"	"04"	"2012"	"2012"	"May"	"5"	6829
	"Arizona"	"04"	"2012"	"2012"	"June"	"6"	6780
	"Arizona"	"04"	"2012"	"2012"	"July"	"7"	7427
	"Arizona"	"04"	"2012"	"2012"	"August"	"8"	7829
	"Arizona"	"04"	"2012"	"2012"	"September"	"9"	7734
	"Arizona"	"04"	"2012"	"2012"	"October"	"10"	7694
	"Arizona"	"04"	"2012"	"2012"	"November"	"11"	7152
	"Arizona"	"04"	"2012"	"2012"	"December"	"12"	7278
	"Arizona"	"04"	"2013"	"2013"	"January"	"1"	7139
	"Arizona"	"04"	"2013"	"2013"	"February"	"2"	6465
	"Arizona"	"04"	"2013"	"2013"	"March"	"3"	7134
	"Arizona"	"04"	"2013"	"2013"	"April"	"4"	6756
	"Arizona"	"04"	"2013"	"2013"	"May"	"5"	6742
	"Arizona"	"04"	"2013"	"2013"	"June"	"6"	6741
	"Arizona"	"04"	"2013"	"2013"	"July"	"7"	7400
	"Arizona"	"04"	"2013"	"2013"	"August"	"8"	7487
	"Arizona"	"04"	"2013"	"2013"	"September"	"9"	7590
	"Arizona"	"04"	"2013"	"2013"	"October"	"10"	7558
	"Arizona"	"04"	"2013"	"2013"	"November"	"11"	7177
	"Arizona"	"04"	"2013"	"2013"	"December"	"12"	7411
	"Arizona"	"04"	"2014"	"2014"	"January"	"1"	7333
	"Arizona"	"04"	"2014"	"2014"	"February"	"2"	6610
	"Arizona"	"04"	"2014"	"2014"	"March"	"3"	7097
	"Arizona"	"04"	"2014"	"2014"	"April"	"4"	6687
	"Arizona"	"04"	"2014"	"2014"	"May"	"5"	6909
	"Arizona"	"04"	"2014"	"2014"	"June"	"6"	6861
	"Arizona"	"04"	"2014"	"2014"	"July"	"7"	7751
	"Arizona"	"04"	"2014"	"2014"	"August"	"8"	7736
	"Arizona"	"04"	"2014"	"2014"	"September"	"9"	7680
	"Arizona"	"04"	"2014"	"2014"	"October"	"10"	7575
	"Arizona"	"04"	"2014"	"2014"	"November"	"11"	7023
	"Arizona"	"04"	"2014"	"2014"	"December"	"12"	7625
	"Arizona"	"04"	"2015"	"2015"	"January"	"1"	7190
	"Arizona"	"04"	"2015"	"2015"	"February"	"2"	6678
	"Arizona"	"04"	"2015"	"2015"	"March"	"3"	7203
	"Arizona"	"04"	"2015"	"2015"	"April"	"4"	6650
	"Arizona"	"04"	"2015"	"2015"	"May"	"5"	6835
	"Arizona"	"04"	"2015"	"2015"	"June"	"6"	6805
	"Arizona"	"04"	"2015"	"2015"	"July"	"7"	7060
	"Arizona"	"04"	"2015"	"2015"	"August"	"8"	7400
	"Arizona"	"04"	"2015"	"2015"	"September"	"9"	7714
	"Arizona"	"04"	"2015"	"2015"	"October"	"10"	7518
	"Arizona"	"04"	"2015"	"2015"	"November"	"11"	6965
	"Arizona"	"04"	"2015"	"2015"	"December"	"12"	7333
	"Arizona"	"04"	"2016"	"2016"	"January"	"1"	7073
	"Arizona"	"04"	"2016"	"2016"	"February"	"2"	6749
	"Arizona"	"04"	"2016"	"2016"	"March"	"3"	6851
	"Arizona"	"04"	"2016"	"2016"	"April"	"4"	6570
	"Arizona"	"04"	"2016"	"2016"	"May"	"5"	6730
	"Arizona"	"04"	"2016"	"2016"	"June"	"6"	6766
	"Arizona"	"04"	"2016"	"2016"	"July"	"7"	7059
	"Arizona"	"04"	"2016"	"2016"	"August"	"8"	7726
	"Arizona"	"04"	"2016"	"2016"	"September"	"9"	7691
	"Arizona"	"04"	"2016"	"2016"	"October"	"10"	7192
	"Arizona"	"04"	"2016"	"2016"	"November"	"11"	6897
	"Arizona"	"04"	"2016"	"2016"	"December"	"12"	7216
	"Arizona"	"04"	"2017"	"2017"	"January"	"1"	6958
	"Arizona"	"04"	"2017"	"2017"	"February"	"2"	6168
	"Arizona"	"04"	"2017"	"2017"	"March"	"3"	6797
	"Arizona"	"04"	"2017"	"2017"	"April"	"4"	6308
	"Arizona"	"04"	"2017"	"2017"	"May"	"5"	6523
	"Arizona"	"04"	"2017"	"2017"	"June"	"6"	6625
	"Arizona"	"04"	"2017"	"2017"	"July"	"7"	6980
	"Arizona"	"04"	"2017"	"2017"	"August"	"8"	7425
	"Arizona"	"04"	"2017"	"2017"	"September"	"9"	7219
	"Arizona"	"04"	"2017"	"2017"	"October"	"10"	7319
	"Arizona"	"04"	"2017"	"2017"	"November"	"11"	6798
	"Arizona"	"04"	"2017"	"2017"	"December"	"12"	6752
	"Arizona"	"04"	"2018"	"2018"	"January"	"1"	6743
	"Arizona"	"04"	"2018"	"2018"	"February"	"2"	6195
	"Arizona"	"04"	"2018"	"2018"	"March"	"3"	6636
	"Arizona"	"04"	"2018"	"2018"	"April"	"4"	6152
	"Arizona"	"04"	"2018"	"2018"	"May"	"5"	6419
	"Arizona"	"04"	"2018"	"2018"	"June"	"6"	6496
