"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Month"	"Month Code"	Births
	"Hawaii"	"15"	"2015"	"2015"	"September"	"9"	1666
	"Hawaii"	"15"	"2015"	"2015"	"October"	"10"	1595
	"Hawaii"	"15"	"2015"	"2015"	"November"	"11"	1534
	"Hawaii"	"15"	"2015"	"2015"	"December"	"12"	1584
	"Hawaii"	"15"	"2016"	"2016"	"January"	"1"	1490
	"Hawaii"	"15"	"2016"	"2016"	"February"	"2"	1490
	"Hawaii"	"15"	"2016"	"2016"	"March"	"3"	1510
	"Hawaii"	"15"	"2016"	"2016"	"April"	"4"	1461
	"Hawaii"	"15"	"2016"	"2016"	"May"	"5"	1493
	"Hawaii"	"15"	"2016"	"2016"	"June"	"6"	1455
	"Hawaii"	"15"	"2016"	"2016"	"July"	"7"	1503
	"Hawaii"	"15"	"2016"	"2016"	"August"	"8"	1613
	"Hawaii"	"15"	"2016"	"2016"	"September"	"9"	1561
	"Hawaii"	"15"	"2016"	"2016"	"October"	"10"	1583
	"Hawaii"	"15"	"2016"	"2016"	"November"	"11"	1373
	"Hawaii"	"15"	"2016"	"2016"	"December"	"12"	1527
	"Hawaii"	"15"	"2017"	"2017"	"January"	"1"	1522
	"Hawaii"	"15"	"2017"	"2017"	"February"	"2"	1368
	"Hawaii"	"15"	"2017"	"2017"	"March"	"3"	1509
	"Hawaii"	"15"	"2017"	"2017"	"April"	"4"	1418
	"Hawaii"	"15"	"2017"	"2017"	"May"	"5"	1434
	"Hawaii"	"15"	"2017"	"2017"	"June"	"6"	1358
	"Hawaii"	"15"	"2017"	"2017"	"July"	"7"	1519
	"Hawaii"	"15"	"2017"	"2017"	"August"	"8"	1486
	"Hawaii"	"15"	"2017"	"2017"	"September"	"9"	1508
	"Hawaii"	"15"	"2017"	"2017"	"October"	"10"	1524
	"Hawaii"	"15"	"2017"	"2017"	"November"	"11"	1419
	"Hawaii"	"15"	"2017"	"2017"	"December"	"12"	1452
	"Hawaii"	"15"	"2018"	"2018"	"January"	"1"	1405
	"Hawaii"	"15"	"2018"	"2018"	"February"	"2"	1272
	"Hawaii"	"15"	"2018"	"2018"	"March"	"3"	1406
	"Hawaii"	"15"	"2018"	"2018"	"April"	"4"	1413
	"Hawaii"	"15"	"2018"	"2018"	"May"	"5"	1499
	"Hawaii"	"15"	"2018"	"2018"	"June"	"6"	1381
	"Hawaii"	"15"	"2018"	"2018"	"July"	"7"	1404
	"Hawaii"	"15"	"2018"	"2018"	"August"	"8"	1433
	"Hawaii"	"15"	"2018"	"2018"	"September"	"9"	1485
	"Hawaii"	"15"	"2018"	"2018"	"October"	"10"	1451
	"Hawaii"	"15"	"2018"	"2018"	"November"	"11"	1394
	"Hawaii"	"15"	"2018"	"2018"	"December"	"12"	1429
	"Idaho"	"16"	"2007"	"2007"	"January"	"1"	2017
	"Idaho"	"16"	"2007"	"2007"	"February"	"2"	1869
	"Idaho"	"16"	"2007"	"2007"	"March"	"3"	2221
	"Idaho"	"16"	"2007"	"2007"	"April"	"4"	1993
	"Idaho"	"16"	"2007"	"2007"	"May"	"5"	2185
	"Idaho"	"16"	"2007"	"2007"	"June"	"6"	2216
	"Idaho"	"16"	"2007"	"2007"	"July"	"7"	2195
	"Idaho"	"16"	"2007"	"2007"	"August"	"8"	2250
	"Idaho"	"16"	"2007"	"2007"	"September"	"9"	2095
	"Idaho"	"16"	"2007"	"2007"	"October"	"10"	2079
	"Idaho"	"16"	"2007"	"2007"	"November"	"11"	1979
	"Idaho"	"16"	"2007"	"2007"	"December"	"12"	1920
	"Idaho"	"16"	"2008"	"2008"	"January"	"1"	2175
	"Idaho"	"16"	"2008"	"2008"	"February"	"2"	1993
	"Idaho"	"16"	"2008"	"2008"	"March"	"3"	2079
	"Idaho"	"16"	"2008"	"2008"	"April"	"4"	2150
	"Idaho"	"16"	"2008"	"2008"	"May"	"5"	2234
	"Idaho"	"16"	"2008"	"2008"	"June"	"6"	2222
	"Idaho"	"16"	"2008"	"2008"	"July"	"7"	2157
	"Idaho"	"16"	"2008"	"2008"	"August"	"8"	2154
	"Idaho"	"16"	"2008"	"2008"	"September"	"9"	2112
	"Idaho"	"16"	"2008"	"2008"	"October"	"10"	2055
	"Idaho"	"16"	"2008"	"2008"	"November"	"11"	1829
	"Idaho"	"16"	"2008"	"2008"	"December"	"12"	1989
	"Idaho"	"16"	"2009"	"2009"	"January"	"1"	1830
	"Idaho"	"16"	"2009"	"2009"	"February"	"2"	1800
	"Idaho"	"16"	"2009"	"2009"	"March"	"3"	1994
	"Idaho"	"16"	"2009"	"2009"	"April"	"4"	2119
	"Idaho"	"16"	"2009"	"2009"	"May"	"5"	2029
	"Idaho"	"16"	"2009"	"2009"	"June"	"6"	2001
	"Idaho"	"16"	"2009"	"2009"	"July"	"7"	2149
	"Idaho"	"16"	"2009"	"2009"	"August"	"8"	2087
	"Idaho"	"16"	"2009"	"2009"	"September"	"9"	2056
	"Idaho"	"16"	"2009"	"2009"	"October"	"10"	1966
	"Idaho"	"16"	"2009"	"2009"	"November"	"11"	1862
	"Idaho"	"16"	"2009"	"2009"	"December"	"12"	1844
	"Idaho"	"16"	"2010"	"2010"	"January"	"1"	1826
	"Idaho"	"16"	"2010"	"2010"	"February"	"2"	1769
	"Idaho"	"16"	"2010"	"2010"	"March"	"3"	1947
	"Idaho"	"16"	"2010"	"2010"	"April"	"4"	1939
	"Idaho"	"16"	"2010"	"2010"	"May"	"5"	2035
	"Idaho"	"16"	"2010"	"2010"	"June"	"6"	2003
	"Idaho"	"16"	"2010"	"2010"	"July"	"7"	2010
	"Idaho"	"16"	"2010"	"2010"	"August"	"8"	1996
	"Idaho"	"16"	"2010"	"2010"	"September"	"9"	2031
	"Idaho"	"16"	"2010"	"2010"	"October"	"10"	1938
	"Idaho"	"16"	"2010"	"2010"	"November"	"11"	1837
	"Idaho"	"16"	"2010"	"2010"	"December"	"12"	1867
	"Idaho"	"16"	"2011"	"2011"	"January"	"1"	1767
	"Idaho"	"16"	"2011"	"2011"	"February"	"2"	1698
	"Idaho"	"16"	"2011"	"2011"	"March"	"3"	1972
	"Idaho"	"16"	"2011"	"2011"	"April"	"4"	1878
	"Idaho"	"16"	"2011"	"2011"	"May"	"5"	2031
	"Idaho"	"16"	"2011"	"2011"	"June"	"6"	1944
	"Idaho"	"16"	"2011"	"2011"	"July"	"7"	1903
	"Idaho"	"16"	"2011"	"2011"	"August"	"8"	2006
	"Idaho"	"16"	"2011"	"2011"	"September"	"9"	1886
	"Idaho"	"16"	"2011"	"2011"	"October"	"10"	1766
	"Idaho"	"16"	"2011"	"2011"	"November"	"11"	1749
	"Idaho"	"16"	"2011"	"2011"	"December"	"12"	1705
	"Idaho"	"16"	"2012"	"2012"	"January"	"1"	1728
	"Idaho"	"16"	"2012"	"2012"	"February"	"2"	1824
	"Idaho"	"16"	"2012"	"2012"	"March"	"3"	1915
	"Idaho"	"16"	"2012"	"2012"	"April"	"4"	1844
	"Idaho"	"16"	"2012"	"2012"	"May"	"5"	2058
	"Idaho"	"16"	"2012"	"2012"	"June"	"6"	1975
	"Idaho"	"16"	"2012"	"2012"	"July"	"7"	2091
	"Idaho"	"16"	"2012"	"2012"	"August"	"8"	2071
	"Idaho"	"16"	"2012"	"2012"	"September"	"9"	1897
	"Idaho"	"16"	"2012"	"2012"	"October"	"10"	1976
	"Idaho"	"16"	"2012"	"2012"	"November"	"11"	1769
	"Idaho"	"16"	"2012"	"2012"	"December"	"12"	1815
	"Idaho"	"16"	"2013"	"2013"	"January"	"1"	1806
	"Idaho"	"16"	"2013"	"2013"	"February"	"2"	1630
	"Idaho"	"16"	"2013"	"2013"	"March"	"3"	1944
	"Idaho"	"16"	"2013"	"2013"	"April"	"4"	1802
	"Idaho"	"16"	"2013"	"2013"	"May"	"5"	2010
	"Idaho"	"16"	"2013"	"2013"	"June"	"6"	1911
	"Idaho"	"16"	"2013"	"2013"	"July"	"7"	2075
	"Idaho"	"16"	"2013"	"2013"	"August"	"8"	1949
	"Idaho"	"16"	"2013"	"2013"	"September"	"9"	1869
	"Idaho"	"16"	"2013"	"2013"	"October"	"10"	1907
	"Idaho"	"16"	"2013"	"2013"	"November"	"11"	1717
	"Idaho"	"16"	"2013"	"2013"	"December"	"12"	1763
	"Idaho"	"16"	"2014"	"2014"	"January"	"1"	1882
	"Idaho"	"16"	"2014"	"2014"	"February"	"2"	1646
	"Idaho"	"16"	"2014"	"2014"	"March"	"3"	1876
	"Idaho"	"16"	"2014"	"2014"	"April"	"4"	1909
	"Idaho"	"16"	"2014"	"2014"	"May"	"5"	1968
	"Idaho"	"16"	"2014"	"2014"	"June"	"6"	1873
	"Idaho"	"16"	"2014"	"2014"	"July"	"7"	2055
	"Idaho"	"16"	"2014"	"2014"	"August"	"8"	2058
	"Idaho"	"16"	"2014"	"2014"	"September"	"9"	2004
	"Idaho"	"16"	"2014"	"2014"	"October"	"10"	1934
	"Idaho"	"16"	"2014"	"2014"	"November"	"11"	1756
	"Idaho"	"16"	"2014"	"2014"	"December"	"12"	1915
	"Idaho"	"16"	"2015"	"2015"	"January"	"1"	1768
	"Idaho"	"16"	"2015"	"2015"	"February"	"2"	1708
	"Idaho"	"16"	"2015"	"2015"	"March"	"3"	1982
	"Idaho"	"16"	"2015"	"2015"	"April"	"4"	1903
	"Idaho"	"16"	"2015"	"2015"	"May"	"5"	1957
	"Idaho"	"16"	"2015"	"2015"	"June"	"6"	2002
	"Idaho"	"16"	"2015"	"2015"	"July"	"7"	2048
	"Idaho"	"16"	"2015"	"2015"	"August"	"8"	2049
	"Idaho"	"16"	"2015"	"2015"	"September"	"9"	1943
	"Idaho"	"16"	"2015"	"2015"	"October"	"10"	1897
	"Idaho"	"16"	"2015"	"2015"	"November"	"11"	1735
	"Idaho"	"16"	"2015"	"2015"	"December"	"12"	1835
	"Idaho"	"16"	"2016"	"2016"	"January"	"1"	1726
	"Idaho"	"16"	"2016"	"2016"	"February"	"2"	1706
	"Idaho"	"16"	"2016"	"2016"	"March"	"3"	1990
	"Idaho"	"16"	"2016"	"2016"	"April"	"4"	1841
	"Idaho"	"16"	"2016"	"2016"	"May"	"5"	1885
	"Idaho"	"16"	"2016"	"2016"	"June"	"6"	1944
	"Idaho"	"16"	"2016"	"2016"	"July"	"7"	1890
	"Idaho"	"16"	"2016"	"2016"	"August"	"8"	2016
	"Idaho"	"16"	"2016"	"2016"	"September"	"9"	2073
	"Idaho"	"16"	"2016"	"2016"	"October"	"10"	1893
	"Idaho"	"16"	"2016"	"2016"	"November"	"11"	1731
	"Idaho"	"16"	"2016"	"2016"	"December"	"12"	1787
	"Idaho"	"16"	"2017"	"2017"	"January"	"1"	1774
	"Idaho"	"16"	"2017"	"2017"	"February"	"2"	1692
	"Idaho"	"16"	"2017"	"2017"	"March"	"3"	1928
	"Idaho"	"16"	"2017"	"2017"	"April"	"4"	1751
	"Idaho"	"16"	"2017"	"2017"	"May"	"5"	1963
	"Idaho"	"16"	"2017"	"2017"	"June"	"6"	1976
	"Idaho"	"16"	"2017"	"2017"	"July"	"7"	1946
	"Idaho"	"16"	"2017"	"2017"	"August"	"8"	1977
	"Idaho"	"16"	"2017"	"2017"	"September"	"9"	1886
	"Idaho"	"16"	"2017"	"2017"	"October"	"10"	1902
	"Idaho"	"16"	"2017"	"2017"	"November"	"11"	1639
	"Idaho"	"16"	"2017"	"2017"	"December"	"12"	1747
	"Idaho"	"16"	"2018"	"2018"	"January"	"1"	1713
	"Idaho"	"16"	"2018"	"2018"	"February"	"2"	1555
	"Idaho"	"16"	"2018"	"2018"	"March"	"3"	1813
	"Idaho"	"16"	"2018"	"2018"	"April"	"4"	1759
	"Idaho"	"16"	"2018"	"2018"	"May"	"5"	1940
	"Idaho"	"16"	"2018"	"2018"	"June"	"6"	1767
	"Idaho"	"16"	"2018"	"2018"	"July"	"7"	1885
	"Idaho"	"16"	"2018"	"2018"	"August"	"8"	1905
	"Idaho"	"16"	"2018"	"2018"	"September"	"9"	1845
	"Idaho"	"16"	"2018"	"2018"	"October"	"10"	1815
	"Idaho"	"16"	"2018"	"2018"	"November"	"11"	1678
	"Idaho"	"16"	"2018"	"2018"	"December"	"12"	1728
	"Illinois"	"17"	"2007"	"2007"	"January"	"1"	14551
	"Illinois"	"17"	"2007"	"2007"	"February"	"2"	13695
	"Illinois"	"17"	"2007"	"2007"	"March"	"3"	15237
	"Illinois"	"17"	"2007"	"2007"	"April"	"4"	14517
	"Illinois"	"17"	"2007"	"2007"	"May"	"5"	15623
	"Illinois"	"17"	"2007"	"2007"	"June"	"6"	15424
	"Illinois"	"17"	"2007"	"2007"	"July"	"7"	16339
	"Illinois"	"17"	"2007"	"2007"	"August"	"8"	16371
	"Illinois"	"17"	"2007"	"2007"	"September"	"9"	14938
	"Illinois"	"17"	"2007"	"2007"	"October"	"10"	15215
	"Illinois"	"17"	"2007"	"2007"	"November"	"11"	14256
	"Illinois"	"17"	"2007"	"2007"	"December"	"12"	14670
	"Illinois"	"17"	"2008"	"2008"	"January"	"1"	14550
	"Illinois"	"17"	"2008"	"2008"	"February"	"2"	14203
	"Illinois"	"17"	"2008"	"2008"	"March"	"3"	14584
	"Illinois"	"17"	"2008"	"2008"	"April"	"4"	14717
	"Illinois"	"17"	"2008"	"2008"	"May"	"5"	15033
	"Illinois"	"17"	"2008"	"2008"	"June"	"6"	14728
	"Illinois"	"17"	"2008"	"2008"	"July"	"7"	15878
	"Illinois"	"17"	"2008"	"2008"	"August"	"8"	15746
	"Illinois"	"17"	"2008"	"2008"	"September"	"9"	15315
	"Illinois"	"17"	"2008"	"2008"	"October"	"10"	14778
	"Illinois"	"17"	"2008"	"2008"	"November"	"11"	13055
	"Illinois"	"17"	"2008"	"2008"	"December"	"12"	14208
	"Illinois"	"17"	"2009"	"2009"	"January"	"1"	13719
	"Illinois"	"17"	"2009"	"2009"	"February"	"2"	13025
	"Illinois"	"17"	"2009"	"2009"	"March"	"3"	14535
	"Illinois"	"17"	"2009"	"2009"	"April"	"4"	14302
	"Illinois"	"17"	"2009"	"2009"	"May"	"5"	14676
	"Illinois"	"17"	"2009"	"2009"	"June"	"6"	14771
	"Illinois"	"17"	"2009"	"2009"	"July"	"7"	15476
	"Illinois"	"17"	"2009"	"2009"	"August"	"8"	14998
	"Illinois"	"17"	"2009"	"2009"	"September"	"9"	14604
	"Illinois"	"17"	"2009"	"2009"	"October"	"10"	14238
	"Illinois"	"17"	"2009"	"2009"	"November"	"11"	12969
	"Illinois"	"17"	"2009"	"2009"	"December"	"12"	13850
	"Illinois"	"17"	"2010"	"2010"	"January"	"1"	13159
	"Illinois"	"17"	"2010"	"2010"	"February"	"2"	12536
	"Illinois"	"17"	"2010"	"2010"	"March"	"3"	14162
	"Illinois"	"17"	"2010"	"2010"	"April"	"4"	13712
	"Illinois"	"17"	"2010"	"2010"	"May"	"5"	13913
	"Illinois"	"17"	"2010"	"2010"	"June"	"6"	14231
	"Illinois"	"17"	"2010"	"2010"	"July"	"7"	14589
	"Illinois"	"17"	"2010"	"2010"	"August"	"8"	14313
	"Illinois"	"17"	"2010"	"2010"	"September"	"9"	14231
	"Illinois"	"17"	"2010"	"2010"	"October"	"10"	13645
	"Illinois"	"17"	"2010"	"2010"	"November"	"11"	13058
	"Illinois"	"17"	"2010"	"2010"	"December"	"12"	13651
	"Illinois"	"17"	"2011"	"2011"	"January"	"1"	12992
	"Illinois"	"17"	"2011"	"2011"	"February"	"2"	12076
	"Illinois"	"17"	"2011"	"2011"	"March"	"3"	13491
	"Illinois"	"17"	"2011"	"2011"	"April"	"4"	12773
	"Illinois"	"17"	"2011"	"2011"	"May"	"5"	13584
	"Illinois"	"17"	"2011"	"2011"	"June"	"6"	14018
	"Illinois"	"17"	"2011"	"2011"	"July"	"7"	14752
	"Illinois"	"17"	"2011"	"2011"	"August"	"8"	14771
	"Illinois"	"17"	"2011"	"2011"	"September"	"9"	13888
	"Illinois"	"17"	"2011"	"2011"	"October"	"10"	13217
	"Illinois"	"17"	"2011"	"2011"	"November"	"11"	12673
	"Illinois"	"17"	"2011"	"2011"	"December"	"12"	13077
	"Illinois"	"17"	"2012"	"2012"	"January"	"1"	12810
	"Illinois"	"17"	"2012"	"2012"	"February"	"2"	12196
	"Illinois"	"17"	"2012"	"2012"	"March"	"3"	13173
	"Illinois"	"17"	"2012"	"2012"	"April"	"4"	12444
	"Illinois"	"17"	"2012"	"2012"	"May"	"5"	13504
	"Illinois"	"17"	"2012"	"2012"	"June"	"6"	13652
	"Illinois"	"17"	"2012"	"2012"	"July"	"7"	14396
	"Illinois"	"17"	"2012"	"2012"	"August"	"8"	14476
	"Illinois"	"17"	"2012"	"2012"	"September"	"9"	13496
	"Illinois"	"17"	"2012"	"2012"	"October"	"10"	13737
	"Illinois"	"17"	"2012"	"2012"	"November"	"11"	12724
	"Illinois"	"17"	"2012"	"2012"	"December"	"12"	12552
	"Illinois"	"17"	"2013"	"2013"	"January"	"1"	12557
	"Illinois"	"17"	"2013"	"2013"	"February"	"2"	11533
	"Illinois"	"17"	"2013"	"2013"	"March"	"3"	12957
	"Illinois"	"17"	"2013"	"2013"	"April"	"4"	12455
	"Illinois"	"17"	"2013"	"2013"	"May"	"5"	13547
	"Illinois"	"17"	"2013"	"2013"	"June"	"6"	13081
	"Illinois"	"17"	"2013"	"2013"	"July"	"7"	14318
	"Illinois"	"17"	"2013"	"2013"	"August"	"8"	14048
	"Illinois"	"17"	"2013"	"2013"	"September"	"9"	13409
	"Illinois"	"17"	"2013"	"2013"	"October"	"10"	13237
	"Illinois"	"17"	"2013"	"2013"	"November"	"11"	12575
	"Illinois"	"17"	"2013"	"2013"	"December"	"12"	13214
	"Illinois"	"17"	"2014"	"2014"	"January"	"1"	12772
	"Illinois"	"17"	"2014"	"2014"	"February"	"2"	11707
	"Illinois"	"17"	"2014"	"2014"	"March"	"3"	12755
	"Illinois"	"17"	"2014"	"2014"	"April"	"4"	12902
	"Illinois"	"17"	"2014"	"2014"	"May"	"5"	13475
	"Illinois"	"17"	"2014"	"2014"	"June"	"6"	13098
	"Illinois"	"17"	"2014"	"2014"	"July"	"7"	14382
	"Illinois"	"17"	"2014"	"2014"	"August"	"8"	14311
	"Illinois"	"17"	"2014"	"2014"	"September"	"9"	13757
	"Illinois"	"17"	"2014"	"2014"	"October"	"10"	13505
	"Illinois"	"17"	"2014"	"2014"	"November"	"11"	12613
	"Illinois"	"17"	"2014"	"2014"	"December"	"12"	13279
	"Illinois"	"17"	"2015"	"2015"	"January"	"1"	12728
	"Illinois"	"17"	"2015"	"2015"	"February"	"2"	11940
	"Illinois"	"17"	"2015"	"2015"	"March"	"3"	13079
	"Illinois"	"17"	"2015"	"2015"	"April"	"4"	13175
	"Illinois"	"17"	"2015"	"2015"	"May"	"5"	13069
	"Illinois"	"17"	"2015"	"2015"	"June"	"6"	13421
	"Illinois"	"17"	"2015"	"2015"	"July"	"7"	14371
	"Illinois"	"17"	"2015"	"2015"	"August"	"8"	14103
	"Illinois"	"17"	"2015"	"2015"	"September"	"9"	13526
	"Illinois"	"17"	"2015"	"2015"	"October"	"10"	13245
	"Illinois"	"17"	"2015"	"2015"	"November"	"11"	12406
	"Illinois"	"17"	"2015"	"2015"	"December"	"12"	13053
	"Illinois"	"17"	"2016"	"2016"	"January"	"1"	12245
	"Illinois"	"17"	"2016"	"2016"	"February"	"2"	11920
	"Illinois"	"17"	"2016"	"2016"	"March"	"3"	12834
	"Illinois"	"17"	"2016"	"2016"	"April"	"4"	12627
	"Illinois"	"17"	"2016"	"2016"	"May"	"5"	13190
	"Illinois"	"17"	"2016"	"2016"	"June"	"6"	13230
	"Illinois"	"17"	"2016"	"2016"	"July"	"7"	13953
	"Illinois"	"17"	"2016"	"2016"	"August"	"8"	14068
	"Illinois"	"17"	"2016"	"2016"	"September"	"9"	13234
	"Illinois"	"17"	"2016"	"2016"	"October"	"10"	12675
	"Illinois"	"17"	"2016"	"2016"	"November"	"11"	12085
	"Illinois"	"17"	"2016"	"2016"	"December"	"12"	12384
	"Illinois"	"17"	"2017"	"2017"	"January"	"1"	12009
	"Illinois"	"17"	"2017"	"2017"	"February"	"2"	11190
	"Illinois"	"17"	"2017"	"2017"	"March"	"3"	12359
	"Illinois"	"17"	"2017"	"2017"	"April"	"4"	11878
	"Illinois"	"17"	"2017"	"2017"	"May"	"5"	12854
	"Illinois"	"17"	"2017"	"2017"	"June"	"6"	12677
	"Illinois"	"17"	"2017"	"2017"	"July"	"7"	13171
	"Illinois"	"17"	"2017"	"2017"	"August"	"8"	13663
	"Illinois"	"17"	"2017"	"2017"	"September"	"9"	12851
	"Illinois"	"17"	"2017"	"2017"	"October"	"10"	12747
	"Illinois"	"17"	"2017"	"2017"	"November"	"11"	12015
	"Illinois"	"17"	"2017"	"2017"	"December"	"12"	11976
	"Illinois"	"17"	"2018"	"2018"	"January"	"1"	11859
	"Illinois"	"17"	"2018"	"2018"	"February"	"2"	10948
	"Illinois"	"17"	"2018"	"2018"	"March"	"3"	12342
	"Illinois"	"17"	"2018"	"2018"	"April"	"4"	11706
	"Illinois"	"17"	"2018"	"2018"	"May"	"5"	12532
	"Illinois"	"17"	"2018"	"2018"	"June"	"6"	12226
	"Illinois"	"17"	"2018"	"2018"	"July"	"7"	12760
	"Illinois"	"17"	"2018"	"2018"	"August"	"8"	13129
	"Illinois"	"17"	"2018"	"2018"	"September"	"9"	12141
	"Illinois"	"17"	"2018"	"2018"	"October"	"10"	12299
	"Illinois"	"17"	"2018"	"2018"	"November"	"11"	11462
	"Illinois"	"17"	"2018"	"2018"	"December"	"12"	11411
	"Indiana"	"18"	"2007"	"2007"	"January"	"1"	7334
	"Indiana"	"18"	"2007"	"2007"	"February"	"2"	6948
	"Indiana"	"18"	"2007"	"2007"	"March"	"3"	7631
	"Indiana"	"18"	"2007"	"2007"	"April"	"4"	6868
	"Indiana"	"18"	"2007"	"2007"	"May"	"5"	7666
	"Indiana"	"18"	"2007"	"2007"	"June"	"6"	7507
	"Indiana"	"18"	"2007"	"2007"	"July"	"7"	8002
	"Indiana"	"18"	"2007"	"2007"	"August"	"8"	8143
	"Indiana"	"18"	"2007"	"2007"	"September"	"9"	7470
	"Indiana"	"18"	"2007"	"2007"	"October"	"10"	7569
	"Indiana"	"18"	"2007"	"2007"	"November"	"11"	7316
	"Indiana"	"18"	"2007"	"2007"	"December"	"12"	7410
	"Indiana"	"18"	"2008"	"2008"	"January"	"1"	7323
	"Indiana"	"18"	"2008"	"2008"	"February"	"2"	7128
	"Indiana"	"18"	"2008"	"2008"	"March"	"3"	7563
	"Indiana"	"18"	"2008"	"2008"	"April"	"4"	7420
	"Indiana"	"18"	"2008"	"2008"	"May"	"5"	7402
	"Indiana"	"18"	"2008"	"2008"	"June"	"6"	7434
	"Indiana"	"18"	"2008"	"2008"	"July"	"7"	7739
	"Indiana"	"18"	"2008"	"2008"	"August"	"8"	7830
	"Indiana"	"18"	"2008"	"2008"	"September"	"9"	7732
	"Indiana"	"18"	"2008"	"2008"	"October"	"10"	7231
	"Indiana"	"18"	"2008"	"2008"	"November"	"11"	6560
	"Indiana"	"18"	"2008"	"2008"	"December"	"12"	7380
	"Indiana"	"18"	"2009"	"2009"	"January"	"1"	7015
	"Indiana"	"18"	"2009"	"2009"	"February"	"2"	6625
	"Indiana"	"18"	"2009"	"2009"	"March"	"3"	7434
	"Indiana"	"18"	"2009"	"2009"	"April"	"4"	7123
	"Indiana"	"18"	"2009"	"2009"	"May"	"5"	7355
	"Indiana"	"18"	"2009"	"2009"	"June"	"6"	7193
	"Indiana"	"18"	"2009"	"2009"	"July"	"7"	7678
	"Indiana"	"18"	"2009"	"2009"	"August"	"8"	7508
	"Indiana"	"18"	"2009"	"2009"	"September"	"9"	7647
	"Indiana"	"18"	"2009"	"2009"	"October"	"10"	7379
	"Indiana"	"18"	"2009"	"2009"	"November"	"11"	6604
	"Indiana"	"18"	"2009"	"2009"	"December"	"12"	7112
	"Indiana"	"18"	"2010"	"2010"	"January"	"1"	6756
	"Indiana"	"18"	"2010"	"2010"	"February"	"2"	6435
	"Indiana"	"18"	"2010"	"2010"	"March"	"3"	7114
	"Indiana"	"18"	"2010"	"2010"	"April"	"4"	6959
	"Indiana"	"18"	"2010"	"2010"	"May"	"5"	6998
	"Indiana"	"18"	"2010"	"2010"	"June"	"6"	7025
	"Indiana"	"18"	"2010"	"2010"	"July"	"7"	7152
	"Indiana"	"18"	"2010"	"2010"	"August"	"8"	7232
	"Indiana"	"18"	"2010"	"2010"	"September"	"9"	7369
	"Indiana"	"18"	"2010"	"2010"	"October"	"10"	7042
	"Indiana"	"18"	"2010"	"2010"	"November"	"11"	6714
	"Indiana"	"18"	"2010"	"2010"	"December"	"12"	7144
	"Indiana"	"18"	"2011"	"2011"	"January"	"1"	6622
	"Indiana"	"18"	"2011"	"2011"	"February"	"2"	6473
	"Indiana"	"18"	"2011"	"2011"	"March"	"3"	6963
	"Indiana"	"18"	"2011"	"2011"	"April"	"4"	6526
	"Indiana"	"18"	"2011"	"2011"	"May"	"5"	6892
	"Indiana"	"18"	"2011"	"2011"	"June"	"6"	7351
	"Indiana"	"18"	"2011"	"2011"	"July"	"7"	7353
	"Indiana"	"18"	"2011"	"2011"	"August"	"8"	7574
	"Indiana"	"18"	"2011"	"2011"	"September"	"9"	7368
	"Indiana"	"18"	"2011"	"2011"	"October"	"10"	6830
	"Indiana"	"18"	"2011"	"2011"	"November"	"11"	6784
	"Indiana"	"18"	"2011"	"2011"	"December"	"12"	6965
	"Indiana"	"18"	"2012"	"2012"	"January"	"1"	6529
	"Indiana"	"18"	"2012"	"2012"	"February"	"2"	6347
	"Indiana"	"18"	"2012"	"2012"	"March"	"3"	6923
	"Indiana"	"18"	"2012"	"2012"	"April"	"4"	6370
	"Indiana"	"18"	"2012"	"2012"	"May"	"5"	6973
	"Indiana"	"18"	"2012"	"2012"	"June"	"6"	7068
	"Indiana"	"18"	"2012"	"2012"	"July"	"7"	7517
	"Indiana"	"18"	"2012"	"2012"	"August"	"8"	7560
	"Indiana"	"18"	"2012"	"2012"	"September"	"9"	7018
	"Indiana"	"18"	"2012"	"2012"	"October"	"10"	7261
	"Indiana"	"18"	"2012"	"2012"	"November"	"11"	6776
	"Indiana"	"18"	"2012"	"2012"	"December"	"12"	6885
	"Indiana"	"18"	"2013"	"2013"	"January"	"1"	6726
	"Indiana"	"18"	"2013"	"2013"	"February"	"2"	6202
	"Indiana"	"18"	"2013"	"2013"	"March"	"3"	6743
	"Indiana"	"18"	"2013"	"2013"	"April"	"4"	6561
	"Indiana"	"18"	"2013"	"2013"	"May"	"5"	7202
	"Indiana"	"18"	"2013"	"2013"	"June"	"6"	6952
	"Indiana"	"18"	"2013"	"2013"	"July"	"7"	7449
	"Indiana"	"18"	"2013"	"2013"	"August"	"8"	7458
	"Indiana"	"18"	"2013"	"2013"	"September"	"9"	7011
	"Indiana"	"18"	"2013"	"2013"	"October"	"10"	7236
	"Indiana"	"18"	"2013"	"2013"	"November"	"11"	6677
	"Indiana"	"18"	"2013"	"2013"	"December"	"12"	6885
	"Indiana"	"18"	"2014"	"2014"	"January"	"1"	6960
	"Indiana"	"18"	"2014"	"2014"	"February"	"2"	6242
	"Indiana"	"18"	"2014"	"2014"	"March"	"3"	6849
	"Indiana"	"18"	"2014"	"2014"	"April"	"4"	6764
	"Indiana"	"18"	"2014"	"2014"	"May"	"5"	7137
	"Indiana"	"18"	"2014"	"2014"	"June"	"6"	6887
	"Indiana"	"18"	"2014"	"2014"	"July"	"7"	7451
	"Indiana"	"18"	"2014"	"2014"	"August"	"8"	7477
	"Indiana"	"18"	"2014"	"2014"	"September"	"9"	7347
