year,location,month,month.number,births,location.type
2002,Roraima,Jun,6,713,state
2002,Roraima,Jul,7,738,state
2002,Roraima,Aug,8,683,state
2002,Roraima,Sept,9,730,state
2002,Roraima,Oct,10,777,state
2002,Roraima,Nov,11,830,state
2002,Roraima,Dec,12,770,state
2003,Roraima,Jan,1,868,state
2003,Roraima,Feb,2,790,state
2003,Roraima,Mar,3,856,state
2003,Roraima,Apr,4,847,state
2003,Roraima,May,5,857,state
2003,Roraima,Jun,6,806,state
2003,Roraima,Jul,7,804,state
2003,Roraima,Aug,8,819,state
2003,Roraima,Sept,9,885,state
2003,Roraima,Oct,10,919,state
2003,Roraima,Nov,11,891,state
2003,Roraima,Dec,12,818,state
2004,Roraima,Jan,1,863,state
2004,Roraima,Feb,2,801,state
2004,Roraima,Mar,3,875,state
2004,Roraima,Apr,4,786,state
2004,Roraima,May,5,795,state
2004,Roraima,Jun,6,695,state
2004,Roraima,Jul,7,763,state
2004,Roraima,Aug,8,785,state
2004,Roraima,Sept,9,826,state
2004,Roraima,Oct,10,894,state
2004,Roraima,Nov,11,831,state
2004,Roraima,Dec,12,828,state
2005,Roraima,Jan,1,823,state
2005,Roraima,Feb,2,756,state
2005,Roraima,Mar,3,867,state
2005,Roraima,Apr,4,876,state
2005,Roraima,May,5,909,state
2005,Roraima,Jun,6,788,state
2005,Roraima,Jul,7,745,state
2005,Roraima,Aug,8,781,state
2005,Roraima,Sept,9,789,state
2005,Roraima,Oct,10,806,state
2005,Roraima,Nov,11,778,state
2005,Roraima,Dec,12,776,state
2006,Roraima,Jan,1,813,state
2006,Roraima,Feb,2,741,state
2006,Roraima,Mar,3,834,state
2006,Roraima,Apr,4,725,state
2006,Roraima,May,5,845,state
2006,Roraima,Jun,6,758,state
2006,Roraima,Jul,7,747,state
2006,Roraima,Aug,8,793,state
2006,Roraima,Sept,9,837,state
2006,Roraima,Oct,10,833,state
2006,Roraima,Nov,11,803,state
2006,Roraima,Dec,12,863,state
2007,Roraima,Jan,1,890,state
2007,Roraima,Feb,2,802,state
2007,Roraima,Mar,3,895,state
2007,Roraima,Apr,4,764,state
2007,Roraima,May,5,760,state
2007,Roraima,Jun,6,768,state
2007,Roraima,Jul,7,738,state
2007,Roraima,Aug,8,763,state
2007,Roraima,Sept,9,791,state
2007,Roraima,Oct,10,833,state
2007,Roraima,Nov,11,776,state
2007,Roraima,Dec,12,802,state
2008,Roraima,Jan,1,838,state
2008,Roraima,Feb,2,753,state
2008,Roraima,Mar,3,822,state
2008,Roraima,Apr,4,805,state
2008,Roraima,May,5,837,state
2008,Roraima,Jun,6,825,state
2008,Roraima,Jul,7,832,state
2008,Roraima,Aug,8,839,state
2008,Roraima,Sept,9,923,state
2008,Roraima,Oct,10,903,state
2008,Roraima,Nov,11,838,state
2008,Roraima,Dec,12,888,state
2009,Roraima,Jan,1,910,state
2009,Roraima,Feb,2,718,state
2009,Roraima,Mar,3,853,state
2009,Roraima,Apr,4,776,state
2009,Roraima,May,5,797,state
2009,Roraima,Jun,6,774,state
2009,Roraima,Jul,7,808,state
2009,Roraima,Aug,8,813,state
2009,Roraima,Sept,9,862,state
2009,Roraima,Oct,10,844,state
2009,Roraima,Nov,11,805,state
2009,Roraima,Dec,12,713,state
2010,Roraima,Jan,1,841,state
2010,Roraima,Feb,2,719,state
2010,Roraima,Mar,3,826,state
2010,Roraima,Apr,4,781,state
2010,Roraima,May,5,743,state
2010,Roraima,Jun,6,792,state
2010,Roraima,Jul,7,841,state
2010,Roraima,Aug,8,831,state
2010,Roraima,Sept,9,867,state
2010,Roraima,Oct,10,911,state
2010,Roraima,Nov,11,804,state
2010,Roraima,Dec,12,782,state
2011,Roraima,Jan,1,877,state
2011,Roraima,Feb,2,716,state
2011,Roraima,Mar,3,777,state
2011,Roraima,Apr,4,803,state
2011,Roraima,May,5,832,state
2011,Roraima,Jun,6,786,state
2011,Roraima,Jul,7,816,state
2011,Roraima,Aug,8,785,state
2011,Roraima,Sept,9,884,state
2011,Roraima,Oct,10,852,state
2011,Roraima,Nov,11,887,state
2011,Roraima,Dec,12,930,state
2012,Roraima,Jan,1,935,state
2012,Roraima,Feb,2,812,state
2012,Roraima,Mar,3,889,state
2012,Roraima,Apr,4,851,state
2012,Roraima,May,5,922,state
2012,Roraima,Jun,6,784,state
2012,Roraima,Jul,7,861,state
2012,Roraima,Aug,8,899,state
2012,Roraima,Sept,9,893,state
2012,Roraima,Oct,10,907,state
2012,Roraima,Nov,11,923,state
2012,Roraima,Dec,12,925,state
2013,Roraima,Jan,1,934,state
2013,Roraima,Feb,2,801,state
2013,Roraima,Mar,3,920,state
2013,Roraima,Apr,4,886,state
2013,Roraima,May,5,915,state
2013,Roraima,Jun,6,915,state
2013,Roraima,Jul,7,863,state
2013,Roraima,Aug,8,843,state
2013,Roraima,Sept,9,886,state
2013,Roraima,Oct,10,996,state
2013,Roraima,Nov,11,948,state
2013,Roraima,Dec,12,907,state
2014,Roraima,Jan,1,917,state
2014,Roraima,Feb,2,859,state
2014,Roraima,Mar,3,890,state
2014,Roraima,Apr,4,856,state
2014,Roraima,May,5,967,state
2014,Roraima,Jun,6,881,state
2014,Roraima,Jul,7,865,state
2014,Roraima,Aug,8,913,state
2014,Roraima,Sept,9,989,state
2014,Roraima,Oct,10,988,state
2014,Roraima,Nov,11,1065,state
2014,Roraima,Dec,12,930,state
2015,Roraima,Jan,1,996,state
2015,Roraima,Feb,2,873,state
2015,Roraima,Mar,3,961,state
2015,Roraima,Apr,4,904,state
2015,Roraima,May,5,972,state
2015,Roraima,Jun,6,930,state
2015,Roraima,Jul,7,955,state
2015,Roraima,Aug,8,898,state
2015,Roraima,Sept,9,1022,state
2015,Roraima,Oct,10,1045,state
2015,Roraima,Nov,11,932,state
2015,Roraima,Dec,12,924,state
2016,Roraima,Jan,1,1011,state
2016,Roraima,Feb,2,925,state
2016,Roraima,Mar,3,953,state
2016,Roraima,Apr,4,847,state
2016,Roraima,May,5,913,state
2016,Roraima,Jun,6,835,state
2000,Santa Catarina,Jan,1,7789,state
2000,Santa Catarina,Feb,2,8016,state
2000,Santa Catarina,Mar,3,8744,state
2000,Santa Catarina,Apr,4,8032,state
2000,Santa Catarina,May,5,8254,state
2000,Santa Catarina,Jun,6,7894,state
2000,Santa Catarina,Jul,7,8350,state
2000,Santa Catarina,Aug,8,8028,state
2000,Santa Catarina,Sept,9,7868,state
2000,Santa Catarina,Oct,10,7439,state
2000,Santa Catarina,Nov,11,7094,state
2000,Santa Catarina,Dec,12,7320,state
2001,Santa Catarina,Jan,1,7738,state
2001,Santa Catarina,Feb,2,7109,state
2001,Santa Catarina,Mar,3,8126,state
2001,Santa Catarina,Apr,4,7600,state
2001,Santa Catarina,May,5,8100,state
2001,Santa Catarina,Jun,6,7561,state
2001,Santa Catarina,Jul,7,7553,state
2001,Santa Catarina,Aug,8,7247,state
2001,Santa Catarina,Sept,9,7197,state
2001,Santa Catarina,Oct,10,6931,state
2001,Santa Catarina,Nov,11,6417,state
2001,Santa Catarina,Dec,12,6518,state
2002,Santa Catarina,Jan,1,7473,state
2002,Santa Catarina,Feb,2,7134,state
2002,Santa Catarina,Mar,3,7873,state
2002,Santa Catarina,Apr,4,7656,state
2002,Santa Catarina,May,5,7727,state
2002,Santa Catarina,Jun,6,7014,state
2002,Santa Catarina,Jul,7,7303,state
2002,Santa Catarina,Aug,8,7120,state
2002,Santa Catarina,Sept,9,7131,state
2002,Santa Catarina,Oct,10,6827,state
2002,Santa Catarina,Nov,11,6315,state
2002,Santa Catarina,Dec,12,6157,state
2003,Santa Catarina,Jan,1,6749,state
2003,Santa Catarina,Feb,2,6865,state
2003,Santa Catarina,Mar,3,7108,state
2003,Santa Catarina,Apr,4,7131,state
2003,Santa Catarina,May,5,7372,state
2003,Santa Catarina,Jun,6,7024,state
2003,Santa Catarina,Jul,7,7227,state
2003,Santa Catarina,Aug,8,7047,state
2003,Santa Catarina,Sept,9,7230,state
2003,Santa Catarina,Oct,10,6817,state
2003,Santa Catarina,Nov,11,6152,state
2003,Santa Catarina,Dec,12,6455,state
2004,Santa Catarina,Jan,1,7391,state
2004,Santa Catarina,Feb,2,7022,state
2004,Santa Catarina,Mar,3,7743,state
2004,Santa Catarina,Apr,4,7372,state
2004,Santa Catarina,May,5,7744,state
2004,Santa Catarina,Jun,6,7305,state
2004,Santa Catarina,Jul,7,7096,state
2004,Santa Catarina,Aug,8,7251,state
2004,Santa Catarina,Sept,9,7200,state
2004,Santa Catarina,Oct,10,6662,state
2004,Santa Catarina,Nov,11,6234,state
2004,Santa Catarina,Dec,12,6455,state
2005,Santa Catarina,Jan,1,6682,state
2005,Santa Catarina,Feb,2,6552,state
2005,Santa Catarina,Mar,3,7609,state
2005,Santa Catarina,Apr,4,7506,state
2005,Santa Catarina,May,5,7758,state
2005,Santa Catarina,Jun,6,7169,state
2005,Santa Catarina,Jul,7,7439,state
2005,Santa Catarina,Aug,8,7263,state
2005,Santa Catarina,Sept,9,7214,state
2005,Santa Catarina,Oct,10,6765,state
2005,Santa Catarina,Nov,11,6401,state
2005,Santa Catarina,Dec,12,6226,state
2006,Santa Catarina,Jan,1,6865,state
2006,Santa Catarina,Feb,2,6613,state
2006,Santa Catarina,Mar,3,7556,state
2006,Santa Catarina,Apr,4,7509,state
2006,Santa Catarina,May,5,7566,state
2006,Santa Catarina,Jun,6,7402,state
2006,Santa Catarina,Jul,7,7159,state
2006,Santa Catarina,Aug,8,7184,state
2006,Santa Catarina,Sept,9,7078,state
2006,Santa Catarina,Oct,10,6496,state
2006,Santa Catarina,Nov,11,6178,state
2006,Santa Catarina,Dec,12,6527,state
2007,Santa Catarina,Jan,1,7256,state
2007,Santa Catarina,Feb,2,6991,state
2007,Santa Catarina,Mar,3,7660,state
2007,Santa Catarina,Apr,4,6946,state
2007,Santa Catarina,May,5,7192,state
2007,Santa Catarina,Jun,6,7081,state
2007,Santa Catarina,Jul,7,7121,state
2007,Santa Catarina,Aug,8,6879,state
2007,Santa Catarina,Sept,9,6450,state
2007,Santa Catarina,Oct,10,6286,state
2007,Santa Catarina,Nov,11,5998,state
2007,Santa Catarina,Dec,12,6043,state
2008,Santa Catarina,Jan,1,6603,state
2008,Santa Catarina,Feb,2,7152,state
2008,Santa Catarina,Mar,3,7621,state
2008,Santa Catarina,Apr,4,7433,state
2008,Santa Catarina,May,5,7755,state
2008,Santa Catarina,Jun,6,7114,state
2008,Santa Catarina,Jul,7,7054,state
2008,Santa Catarina,Aug,8,7085,state
2008,Santa Catarina,Sept,9,7159,state
2008,Santa Catarina,Oct,10,6849,state
2008,Santa Catarina,Nov,11,6291,state
2008,Santa Catarina,Dec,12,7146,state
2009,Santa Catarina,Jan,1,7281,state
2009,Santa Catarina,Feb,2,6862,state
2009,Santa Catarina,Mar,3,7809,state
2009,Santa Catarina,Apr,4,7072,state
2009,Santa Catarina,May,5,6899,state
2009,Santa Catarina,Jun,6,6834,state
2009,Santa Catarina,Jul,7,7218,state
2009,Santa Catarina,Aug,8,6912,state
2009,Santa Catarina,Sept,9,7255,state
2009,Santa Catarina,Oct,10,6595,state
2009,Santa Catarina,Nov,11,6212,state
2009,Santa Catarina,Dec,12,6540,state
2010,Santa Catarina,Jan,1,7222,state
2010,Santa Catarina,Feb,2,6940,state
2010,Santa Catarina,Mar,3,8100,state
2010,Santa Catarina,Apr,4,7443,state
2010,Santa Catarina,May,5,7576,state
2010,Santa Catarina,Jun,6,7422,state
2010,Santa Catarina,Jul,7,7251,state
2010,Santa Catarina,Aug,8,6810,state
2010,Santa Catarina,Sept,9,6695,state
2010,Santa Catarina,Oct,10,6376,state
2010,Santa Catarina,Nov,11,5937,state
2010,Santa Catarina,Dec,12,6839,state
2011,Santa Catarina,Jan,1,7739,state
2011,Santa Catarina,Feb,2,7299,state
2011,Santa Catarina,Mar,3,8254,state
2011,Santa Catarina,Apr,4,7546,state
2011,Santa Catarina,May,5,8045,state
2011,Santa Catarina,Jun,6,7443,state
2011,Santa Catarina,Jul,7,7504,state
2011,Santa Catarina,Aug,8,7360,state
2011,Santa Catarina,Sept,9,6950,state
2011,Santa Catarina,Oct,10,6227,state
2011,Santa Catarina,Nov,11,6214,state
2011,Santa Catarina,Dec,12,6900,state
2012,Santa Catarina,Jan,1,7527,state
2012,Santa Catarina,Feb,2,7396,state
2012,Santa Catarina,Mar,3,8247,state
2012,Santa Catarina,Apr,4,7544,state
2012,Santa Catarina,May,5,8008,state
2012,Santa Catarina,Jun,6,7684,state
2012,Santa Catarina,Jul,7,7460,state
2012,Santa Catarina,Aug,8,7405,state
2012,Santa Catarina,Sept,9,7072,state
2012,Santa Catarina,Oct,10,7013,state
2012,Santa Catarina,Nov,11,6487,state
2012,Santa Catarina,Dec,12,6929,state
2013,Santa Catarina,Jan,1,7753,state
2013,Santa Catarina,Feb,2,7320,state
2013,Santa Catarina,Mar,3,8042,state
2013,Santa Catarina,Apr,4,8064,state
2013,Santa Catarina,May,5,8045,state
2013,Santa Catarina,Jun,6,7391,state
2013,Santa Catarina,Jul,7,7535,state
2013,Santa Catarina,Aug,8,7313,state
2013,Santa Catarina,Sept,9,7158,state
2013,Santa Catarina,Oct,10,7124,state
2013,Santa Catarina,Nov,11,6780,state
2013,Santa Catarina,Dec,12,7350,state
2014,Santa Catarina,Jan,1,8097,state
2014,Santa Catarina,Feb,2,7678,state
2014,Santa Catarina,Mar,3,8215,state
2014,Santa Catarina,Apr,4,8237,state
2014,Santa Catarina,May,5,8309,state
2014,Santa Catarina,Jun,6,7756,state
2014,Santa Catarina,Jul,7,8081,state
2014,Santa Catarina,Aug,8,7776,state
2014,Santa Catarina,Sept,9,7843,state
2014,Santa Catarina,Oct,10,6943,state
2014,Santa Catarina,Nov,11,6665,state
2014,Santa Catarina,Dec,12,7632,state
2015,Santa Catarina,Jan,1,8267,state
2015,Santa Catarina,Feb,2,7886,state
2015,Santa Catarina,Mar,3,9093,state
2015,Santa Catarina,Apr,4,8431,state
2015,Santa Catarina,May,5,8672,state
2015,Santa Catarina,Jun,6,8202,state
2015,Santa Catarina,Jul,7,8245,state
2015,Santa Catarina,Aug,8,7918,state
2015,Santa Catarina,Sept,9,7934,state
2015,Santa Catarina,Oct,10,7505,state
2015,Santa Catarina,Nov,11,7214,state
2015,Santa Catarina,Dec,12,7856,state
2016,Santa Catarina,Jan,1,8381,state
2016,Santa Catarina,Feb,2,8307,state
2016,Santa Catarina,Mar,3,8845,state
2016,Santa Catarina,Apr,4,8493,state
2016,Santa Catarina,May,5,8613,state
2016,Santa Catarina,Jun,6,8106,state
2000,São Paulo,Jan,1,56917,state
2000,São Paulo,Feb,2,59706,state
2000,São Paulo,Mar,3,64383,state
2000,São Paulo,Apr,4,59683,state
2000,São Paulo,May,5,61477,state
2000,São Paulo,Jun,6,57024,state
2000,São Paulo,Jul,7,57963,state
2000,São Paulo,Aug,8,57603,state
2000,São Paulo,Sept,9,55927,state
2000,São Paulo,Oct,10,53462,state
2000,São Paulo,Nov,11,51168,state
2000,São Paulo,Dec,12,52466,state
2001,São Paulo,Jan,1,56524,state
2001,São Paulo,Feb,2,52108,state
2001,São Paulo,Mar,3,59759,state
2001,São Paulo,Apr,4,55985,state
2001,São Paulo,May,5,58509,state
2001,São Paulo,Jun,6,53702,state
2001,São Paulo,Jul,7,51591,state
2001,São Paulo,Aug,8,50550,state
2001,São Paulo,Sept,9,50076,state
2001,São Paulo,Oct,10,49245,state
2001,São Paulo,Nov,11,46463,state
2001,São Paulo,Dec,12,47971,state
2002,São Paulo,Jan,1,54241,state
2002,São Paulo,Feb,2,51300,state
2002,São Paulo,Mar,3,58861,state
2002,São Paulo,Apr,4,56962,state
2002,São Paulo,May,5,57089,state
2002,São Paulo,Jun,6,52151,state
2002,São Paulo,Jul,7,53000,state
2002,São Paulo,Aug,8,47332,state
2002,São Paulo,Sept,9,48859,state
2002,São Paulo,Oct,10,49507,state
2002,São Paulo,Nov,11,46283,state
2002,São Paulo,Dec,12,47717,state
2003,São Paulo,Jan,1,49705,state
2003,São Paulo,Feb,2,50253,state
2003,São Paulo,Mar,3,55563,state
2003,São Paulo,Apr,4,55809,state
2003,São Paulo,May,5,54738,state
2003,São Paulo,Jun,6,52459,state
2003,São Paulo,Jul,7,51539,state
2003,São Paulo,Aug,8,49181,state
2003,São Paulo,Sept,9,49905,state
2003,São Paulo,Oct,10,48431,state
2003,São Paulo,Nov,11,44796,state
2003,São Paulo,Dec,12,48176,state
2004,São Paulo,Jan,1,53857,state
2004,São Paulo,Feb,2,51707,state
2004,São Paulo,Mar,3,57049,state
2004,São Paulo,Apr,4,54175,state
2004,São Paulo,May,5,55590,state
2004,São Paulo,Jun,6,52093,state
2004,São Paulo,Jul,7,51053,state
2004,São Paulo,Aug,8,49955,state
2004,São Paulo,Sept,9,50228,state
2004,São Paulo,Oct,10,48002,state
2004,São Paulo,Nov,11,46659,state
2004,São Paulo,Dec,12,47712,state
2005,São Paulo,Jan,1,50757,state
2005,São Paulo,Feb,2,49945,state
2005,São Paulo,Mar,3,58184,state
2005,São Paulo,Apr,4,54660,state
2005,São Paulo,May,5,56381,state
2005,São Paulo,Jun,6,52379,state
2005,São Paulo,Jul,7,51305,state
2005,São Paulo,Aug,8,51067,state
2005,São Paulo,Sept,9,50947,state
2005,São Paulo,Oct,10,48454,state
2005,São Paulo,Nov,11,46905,state
2005,São Paulo,Dec,12,47896,state
2006,São Paulo,Jan,1,48440,state
2006,São Paulo,Feb,2,47952,state
2006,São Paulo,Mar,3,56092,state
2006,São Paulo,Apr,4,54490,state
2006,São Paulo,May,5,56071,state
2006,São Paulo,Jun,6,51898,state
2006,São Paulo,Jul,7,50020,state
2006,São Paulo,Aug,8,49616,state
2006,São Paulo,Sept,9,50280,state
2006,São Paulo,Oct,10,47564,state
2006,São Paulo,Nov,11,44219,state
2006,São Paulo,Dec,12,46726,state
2007,São Paulo,Jan,1,51330,state
2007,São Paulo,Feb,2,49646,state
2007,São Paulo,Mar,3,56351,state
2007,São Paulo,Apr,4,52201,state
2007,São Paulo,May,5,53762,state
2007,São Paulo,Jun,6,50741,state
2007,São Paulo,Jul,7,49982,state
2007,São Paulo,Aug,8,48316,state
2007,São Paulo,Sept,9,46800,state
2007,São Paulo,Oct,10,46305,state
2007,São Paulo,Nov,11,43570,state
2007,São Paulo,Dec,12,46404,state
2008,São Paulo,Jan,1,49217,state
2008,São Paulo,Feb,2,49621,state
2008,São Paulo,Mar,3,54832,state
2008,São Paulo,Apr,4,53588,state
2008,São Paulo,May,5,54565,state
2008,São Paulo,Jun,6,50426,state
2008,São Paulo,Jul,7,50141,state
2008,São Paulo,Aug,8,48098,state
2008,São Paulo,Sept,9,49218,state
2008,São Paulo,Oct,10,47996,state
2008,São Paulo,Nov,11,44946,state
2008,São Paulo,Dec,12,49147,state
2009,São Paulo,Jan,1,50975,state
2009,São Paulo,Feb,2,50045,state
2009,São Paulo,Mar,3,56593,state
2009,São Paulo,Apr,4,53623,state
2009,São Paulo,May,5,49878,state
2009,São Paulo,Jun,6,48356,state
2009,São Paulo,Jul,7,49327,state
2009,São Paulo,Aug,8,48736,state
2009,São Paulo,Sept,9,51490,state
2009,São Paulo,Oct,10,48203,state
2009,São Paulo,Nov,11,44142,state
2009,São Paulo,Dec,12,47105,state
2010,São Paulo,Jan,1,51900,state
2010,São Paulo,Feb,2,50720,state
2010,São Paulo,Mar,3,57467,state
2010,São Paulo,Apr,4,51951,state
2010,São Paulo,May,5,53419,state
2010,São Paulo,Jun,6,50425,state
2010,São Paulo,Jul,7,50260,state
2010,São Paulo,Aug,8,47012,state
2010,São Paulo,Sept,9,47592,state
2010,São Paulo,Oct,10,46360,state
2010,São Paulo,Nov,11,44867,state
2010,São Paulo,Dec,12,49380,state
2011,São Paulo,Jan,1,52564,state
2011,São Paulo,Feb,2,51429,state
2011,São Paulo,Mar,3,58794,state
2011,São Paulo,Apr,4,53825,state
2011,São Paulo,May,5,56174,state
2011,São Paulo,Jun,6,51584,state
2011,São Paulo,Jul,7,51436,state
2011,São Paulo,Aug,8,49955,state
2011,São Paulo,Sept,9,46595,state
2011,São Paulo,Oct,10,45104,state
2011,São Paulo,Nov,11,44502,state
2011,São Paulo,Dec,12,48260,state
2012,São Paulo,Jan,1,50872,state
2012,São Paulo,Feb,2,52069,state
2012,São Paulo,Mar,3,58703,state
2012,São Paulo,Apr,4,53014,state
2012,São Paulo,May,5,54630,state
2012,São Paulo,Jun,6,50647,state
2012,São Paulo,Jul,7,51203,state
2012,São Paulo,Aug,8,50290,state
2012,São Paulo,Sept,9,49775,state
2012,São Paulo,Oct,10,50360,state
2012,São Paulo,Nov,11,45837,state
2012,São Paulo,Dec,12,49208,state
2013,São Paulo,Jan,1,52540,state
2013,São Paulo,Feb,2,50734,state
2013,São Paulo,Mar,3,54853,state
2013,São Paulo,Apr,4,55124,state
2013,São Paulo,May,5,55320,state
2013,São Paulo,Jun,6,50433,state
2013,São Paulo,Jul,7,50956,state
2013,São Paulo,Aug,8,49500,state
2013,São Paulo,Sept,9,47591,state
2013,São Paulo,Oct,10,48398,state
2013,São Paulo,Nov,11,45916,state
2013,São Paulo,Dec,12,49531,state
2014,São Paulo,Jan,1,53623,state
2014,São Paulo,Feb,2,51604,state
2014,São Paulo,Mar,3,55839,state
2014,São Paulo,Apr,4,55282,state
2014,São Paulo,May,5,56264,state
2014,São Paulo,Jun,6,52499,state
2014,São Paulo,Jul,7,53840,state
2014,São Paulo,Aug,8,50341,state
2014,São Paulo,Sept,9,50729,state
2014,São Paulo,Oct,10,47640,state
2014,São Paulo,Nov,11,46373,state
2014,São Paulo,Dec,12,51653,state
2015,São Paulo,Jan,1,54543,state
2015,São Paulo,Feb,2,52427,state
2015,São Paulo,Mar,3,60137,state
2015,São Paulo,Apr,4,56083,state
2015,São Paulo,May,5,57406,state
2015,São Paulo,Jun,6,53258,state
2015,São Paulo,Jul,7,52551,state
2015,São Paulo,Aug,8,50610,state
2015,São Paulo,Sept,9,51663,state
2015,São Paulo,Oct,10,47260,state
2015,São Paulo,Nov,11,46712,state
2015,São Paulo,Dec,12,51376,state
2016,São Paulo,Jan,1,52952,state
2016,São Paulo,Feb,2,51579,state
2016,São Paulo,Mar,3,57672,state
2016,São Paulo,Apr,4,54560,state
2016,São Paulo,May,5,55200,state
2016,São Paulo,Jun,6,51738,state
2000,Sergipe,Jan,1,3045,state
2000,Sergipe,Feb,2,3189,state
2000,Sergipe,Mar,3,3648,state
2000,Sergipe,Apr,4,3643,state
2000,Sergipe,May,5,4006,state
2000,Sergipe,Jun,6,3733,state
2000,Sergipe,Jul,7,3641,state
2000,Sergipe,Aug,8,3442,state
2000,Sergipe,Sept,9,3296,state
2000,Sergipe,Oct,10,3079,state
2000,Sergipe,Nov,11,2917,state
2000,Sergipe,Dec,12,3077,state
2001,Sergipe,Jan,1,3296,state
2001,Sergipe,Feb,2,3011,state
2001,Sergipe,Mar,3,3535,state
2001,Sergipe,Apr,4,3405,state
2001,Sergipe,May,5,3732,state
2001,Sergipe,Jun,6,3564,state
2001,Sergipe,Jul,7,3477,state
2001,Sergipe,Aug,8,3381,state
2001,Sergipe,Sept,9,3305,state
2001,Sergipe,Oct,10,3159,state
2001,Sergipe,Nov,11,2939,state
2001,Sergipe,Dec,12,3038,state
2002,Sergipe,Jan,1,3218,state
2002,Sergipe,Feb,2,2943,state
2002,Sergipe,Mar,3,3466,state
2002,Sergipe,Apr,4,3380,state
2002,Sergipe,May,5,3532,state
2002,Sergipe,Jun,6,3231,state
2002,Sergipe,Jul,7,3102,state
2002,Sergipe,Aug,8,2865,state
2002,Sergipe,Sept,9,2896,state
2002,Sergipe,Oct,10,2853,state
2002,Sergipe,Nov,11,2762,state
2002,Sergipe,Dec,12,2837,state
2003,Sergipe,Jan,1,3039,state
2003,Sergipe,Feb,2,2972,state
2003,Sergipe,Mar,3,3431,state
2003,Sergipe,Apr,4,3300,state
2003,Sergipe,May,5,3488,state
2003,Sergipe,Jun,6,3245,state
2003,Sergipe,Jul,7,3210,state
2003,Sergipe,Aug,8,3080,state
2003,Sergipe,Sept,9,3016,state
2003,Sergipe,Oct,10,2772,state
2003,Sergipe,Nov,11,2625,state
2003,Sergipe,Dec,12,2706,state
2004,Sergipe,Jan,1,2706,state
2004,Sergipe,Feb,2,2898,state
2004,Sergipe,Mar,3,3388,state
2004,Sergipe,Apr,4,3323,state
2004,Sergipe,May,5,3450,state
2004,Sergipe,Jun,6,3167,state
2004,Sergipe,Jul,7,3103,state
2004,Sergipe,Aug,8,2981,state
2004,Sergipe,Sept,9,2884,state
2004,Sergipe,Oct,10,2880,state
2004,Sergipe,Nov,11,2603,state
2004,Sergipe,Dec,12,2444,state
2005,Sergipe,Jan,1,2846,state
2005,Sergipe,Feb,2,2867,state
2005,Sergipe,Mar,3,3433,state
2005,Sergipe,Apr,4,3348,state
2005,Sergipe,May,5,3676,state
2005,Sergipe,Jun,6,3356,state
2005,Sergipe,Jul,7,3253,state
2005,Sergipe,Aug,8,3052,state
2005,Sergipe,Sept,9,3095,state
2005,Sergipe,Oct,10,2993,state
2005,Sergipe,Nov,11,2720,state
2005,Sergipe,Dec,12,2731,state
2006,Sergipe,Jan,1,2768,state
2006,Sergipe,Feb,2,2726,state
2006,Sergipe,Mar,3,3442,state
2006,Sergipe,Apr,4,3401,state
2006,Sergipe,May,5,3600,state
2006,Sergipe,Jun,6,3239,state
2006,Sergipe,Jul,7,3109,state
2006,Sergipe,Aug,8,3159,state
2006,Sergipe,Sept,9,3023,state
2006,Sergipe,Oct,10,3041,state
2006,Sergipe,Nov,11,2843,state
2006,Sergipe,Dec,12,2710,state
2007,Sergipe,Jan,1,2799,state
2007,Sergipe,Feb,2,2808,state
2007,Sergipe,Mar,3,3584,state
2007,Sergipe,Apr,4,3317,state
2007,Sergipe,May,5,3329,state
2007,Sergipe,Jun,6,3236,state
2007,Sergipe,Jul,7,3074,state
2007,Sergipe,Aug,8,2964,state
2007,Sergipe,Sept,9,2719,state
2007,Sergipe,Oct,10,2644,state
2007,Sergipe,Nov,11,2565,state
2007,Sergipe,Dec,12,2762,state
2008,Sergipe,Jan,1,2770,state
2008,Sergipe,Feb,2,2730,state
2008,Sergipe,Mar,3,3305,state
2008,Sergipe,Apr,4,3218,state
2008,Sergipe,May,5,3459,state
2008,Sergipe,Jun,6,3225,state
2008,Sergipe,Jul,7,3318,state
2008,Sergipe,Aug,8,3058,state
2008,Sergipe,Sept,9,3017,state
2008,Sergipe,Oct,10,3010,state
2008,Sergipe,Nov,11,2809,state
2008,Sergipe,Dec,12,2714,state
2009,Sergipe,Jan,1,2748,state
2009,Sergipe,Feb,2,2649,state
2009,Sergipe,Mar,3,3531,state
2009,Sergipe,Apr,4,3340,state
2009,Sergipe,May,5,3355,state
2009,Sergipe,Jun,6,3024,state
2009,Sergipe,Jul,7,2945,state
2009,Sergipe,Aug,8,2857,state
2009,Sergipe,Sept,9,2775,state
2009,Sergipe,Oct,10,2752,state
2009,Sergipe,Nov,11,2566,state
2009,Sergipe,Dec,12,2567,state
2010,Sergipe,Jan,1,2559,state
2010,Sergipe,Feb,2,2622,state
2010,Sergipe,Mar,3,3269,state
2010,Sergipe,Apr,4,3097,state
2010,Sergipe,May,5,3159,state
2010,Sergipe,Jun,6,2970,state
2010,Sergipe,Jul,7,2893,state
2010,Sergipe,Aug,8,2816,state
2010,Sergipe,Sept,9,2819,state
2010,Sergipe,Oct,10,2697,state
2010,Sergipe,Nov,11,2572,state
2010,Sergipe,Dec,12,2543,state
2011,Sergipe,Jan,1,2615,state
2011,Sergipe,Feb,2,2544,state
2011,Sergipe,Mar,3,3171,state
2011,Sergipe,Apr,4,3084,state
2011,Sergipe,May,5,3440,state
